,Spectral#Flatness#C3#delta,Spectral#PeakFrequency#C3#delta,Spectral#Entropy#C3#theta,Spectral#PeakFrequency#C3#theta,Spectral#RelativePower#C3#alpha,Spectral#Entropy#C3#alpha,Spectral#RelativePower#C3#beta,Spectral#Diff#C3#beta,Spectral#EdgeFrequency#C3#gamma,Spectral#RelativePower#C4#delta,Spectral#Entropy#C4#delta,Spectral#EdgeFrequency#C4#delta,Spectral#RelativePower#C4#theta,Spectral#Flatness#C4#theta,Spectral#PeakFrequency#C4#theta,Spectral#Entropy#C4#alpha,Spectral#RelativePower#C4#beta,Spectral#Entropy#C4#beta,Spectral#EdgeFrequency#C4#beta,Spectral#Diff#C4#beta,Spectral#RelativePower#Cz#delta,Spectral#Entropy#Cz#delta,Spectral#Diff#Cz#delta,Spectral#EdgeFrequency#Cz#theta,Spectral#Diff#Cz#theta,Spectral#Entropy#Cz#alpha,Spectral#EdgeFrequency#Cz#beta,Spectral#Diff#Cz#beta,Spectral#Flatness#Cz#gamma,Spectral#PeakFrequency#F3#delta,Spectral#RelativePower#F3#theta,Spectral#EdgeFrequency#F3#theta,Spectral#RelativePower#F3#alpha,Spectral#Entropy#F3#alpha,Spectral#EdgeFrequency#F3#alpha,Spectral#EdgeFrequency#F3#beta,Spectral#RelativePower#F3#gamma,Spectral#PeakFrequency#F4#delta,Spectral#Diff#F4#delta,Spectral#RelativePower#F4#theta,Spectral#Entropy#F4#theta,Spectral#Flatness#F4#theta,Spectral#Diff#F4#theta,Spectral#RelativePower#F4#alpha,Spectral#Entropy#F4#alpha,Spectral#EdgeFrequency#F4#alpha,Spectral#RelativePower#F4#beta,Spectral#Entropy#F4#beta,Spectral#Diff#F4#beta,Spectral#PeakFrequency#F4#gamma,Spectral#Entropy#F7#delta,Spectral#Diff#F7#delta,Spectral#Entropy#F7#theta,Spectral#Flatness#F7#theta,Spectral#Diff#F7#theta,Spectral#EdgeFrequency#F7#alpha,Spectral#Diff#F7#alpha,Spectral#Flatness#F7#beta,Spectral#PeakFrequency#F7#beta,Spectral#Diff#F7#beta,Spectral#RelativePower#F7#gamma,Spectral#Entropy#F7#gamma,Spectral#Flatness#F7#gamma,Spectral#EdgeFrequency#F7#gamma,Spectral#Diff#F7#gamma,Spectral#EdgeFrequency#F8#delta,Spectral#PeakFrequency#F8#delta,Spectral#Diff#F8#delta,Spectral#Entropy#F8#theta,Spectral#Flatness#F8#theta,Spectral#EdgeFrequency#F8#theta,Spectral#PeakFrequency#F8#theta,Spectral#Diff#F8#theta,Spectral#RelativePower#F8#alpha,Spectral#Entropy#F8#alpha,Spectral#Flatness#F8#alpha,Spectral#EdgeFrequency#F8#alpha,Spectral#PeakFrequency#F8#alpha,Spectral#Diff#F8#alpha,Spectral#Entropy#F8#beta
PARTICIPANT36$5,0.3674430128480528,0.1833333333333333,0.926416728507792,0.875,0.7706766895642375,0.8226494778380975,0.2588749156886387,0.9409171570030922,0.6363636363636368,0.11580800818702179,0.8760376604263541,0.4368932038834951,0.2965944454205136,0.6412087166961506,0.8125,0.8102163489310107,0.19256923575781706,0.8340305576824986,0.3846153846153847,0.9275861563916815,0.2044389447045641,0.9616688052238759,0.6217344302025613,0.486111111111111,0.1079899361514405,0.8989208476149738,0.35714285714285704,0.9048138039594018,0.7787245854674372,0.1166666666666667,0.18292946455513243,0.5714285714285714,0.8069168723870458,0.7164995180488016,0.3333333333333335,0.5185185185185186,0.08719889781334075,0.1166666666666667,0.6680696365064916,0.20962448724036084,0.8190511478149836,0.5662634324375923,0.20573988623546613,0.7742101051042642,0.7517557116083216,0.25,0.1924844263199387,0.8467376548658608,0.9427644527284169,0.09523809523809515,0.601079979203451,0.541158310304888,0.9187263934045616,0.7742865967986639,0.09378827798892965,0.3333333333333335,0.5722541588766207,0.8937972491950311,0.05555555555555555,0.9443036678055761,0.2037362898472322,0.9642654002480157,0.9617781365966172,0.49999999999999933,0.37574779495972827,0.25,0.1,0.6896219050532874,0.9131571880732606,0.7818434910289623,0.5833333333333334,0.6666666666666667,0.15510004580383493,0.6055159045764318,0.7694977837792476,0.5069879138788306,0.3333333333333335,0.2916666666666665,0.5007547079202416,0.8068352873029924
PARTICIPANT36$6,0.5056681988356378,0.3833333333333334,0.7617895688190045,0.9791666666666667,0.7482147153208304,0.7527291508705577,0.3013526802798622,0.9268195406654489,0.7272727272727274,0.1694710472301135,0.827791559720446,0.3009708737864078,0.18058203920447996,0.5322966925307674,0.9791666666666667,0.7008122182594565,0.21996385832225773,0.7662285659220507,0.26923076923076933,0.9190844329678739,0.17964611704849817,0.8038296686698875,0.5563687880430015,0.6527777777777777,0.14398405249191892,0.7858534674977731,0.24999999999999992,0.8950715542477362,0.9621339130210714,0.3833333333333334,0.14195920667735412,0.8571428571428572,0.8951494369529185,0.5539151765890852,0.125,0.3333333333333332,0.057035095074562295,0.5,0.6984810523460288,0.1490855795399034,0.7762664016437887,0.5459610660349956,0.22932245731144246,0.8721509928798911,0.569774551526596,0.16666666666666652,0.15263111057023632,0.8351849627949303,0.9491080345907622,0.0,0.7541155179171682,0.64326130115708,0.8996767434866165,0.7601464345502076,0.12968075794950934,0.25,0.5562156233219625,0.8620868063369761,0.0,0.9306383455433717,0.292862943139599,0.9099671789976881,0.8986409923196023,0.7499999999999997,0.5085333089609185,0.20833333333333326,0.2333333333333334,0.7007396574649774,0.9277562278681313,0.8148530215735854,0.44444444444444464,0.7291666666666667,0.15592678095858611,0.6013881643776752,0.6536643296536185,0.383471253193897,0.16666666666666652,0.125,0.4994216382066688,0.8131986736881693
PARTICIPANT37$1,0.5696055030061943,0.9,0.9027917517607219,0.875,0.429747069558113,0.7772125853513963,0.6163677351398746,0.9523026124815872,0.6363636363636368,0.09786890206060653,0.8262799626159928,0.3009708737864078,0.20379459148047852,0.6938073423627017,0.9583333333333333,0.8766698234982963,0.6115432934199607,0.8454222085141141,0.423076923076923,0.905171882384467,0.07911106467015741,0.8090119461301954,0.6160814202614899,0.6805555555555557,0.12344383542173026,0.5506386839409542,0.4642857142857142,0.9210369327547584,0.8278835736530986,0.6166666666666666,0.037782456291176235,0.7532467532467532,0.7384321147041626,0.25440694280484777,0.125,0.7037037037037039,0.33684055672430735,0.3666666666666666,0.6978004074844585,0.0766325212657503,0.871047905140582,0.7105658630859805,0.18815229581719112,0.8390237068874821,0.3406527117484954,0.125,0.3682544490933381,0.9694799812798647,0.9359038992369952,0.0,0.7955256533668275,0.6921490636159293,0.7749455434383785,0.5640618572291827,0.15667440770883212,0.125,0.4672744723229453,0.9213534709757535,0.2592592592592593,0.9359830821984583,0.3476952959679273,0.9172910741739004,0.9107516884297073,0.7499999999999997,0.4227106423476308,0.45833333333333326,0.55,0.7263658197382754,0.8726160801141105,0.7022871145261188,0.8055555555555557,0.9375,0.1721779596229961,0.7951938686560974,0.38118452857975277,0.16574760914359604,0.125,0.125,0.41521259057637666,0.9046325475562544
PARTICIPANT37$2,0.5749003636639716,0.3833333333333334,0.7943226679895,0.9583333333333333,0.33619112795352535,0.7706719168769501,0.6601611956753665,0.9493517076815521,0.5454545454545453,0.07262329595796506,0.8276686599372829,0.2621359223300971,0.1870647516882795,0.628957571662517,1.0,0.8642670920019417,0.6284744259977132,0.8301208318526948,0.3846153846153847,0.9134342076888414,0.08406597756719338,0.8907754652423455,0.5858125256301335,0.7916666666666666,0.1755022430905284,0.6445779032829455,0.5357142857142858,0.9150164710003241,0.7633105448276104,0.6333333333333334,0.08860379820562063,0.909090909090909,0.6566991245922377,0.250658689201044,0.125,0.7407407407407408,0.34262127931417685,0.3666666666666666,0.7015683931414427,0.10693656017251615,0.6740982369047204,0.49420263711561435,0.3129630954107719,0.8025323770498523,0.32576568140724993,0.125,0.41046737773029024,0.9475098327750313,0.934796935166536,0.0,0.8909068045455314,0.7125383737804631,0.7067267607111204,0.4994164081750647,0.28577389391130337,0.125,0.29935252743514223,0.9017918735007165,0.18518518518518523,0.90955461398706,0.35117039525790217,0.9372457741492554,0.920291887049382,0.6250000000000001,0.47057216760301496,0.6041666666666667,0.8,0.7505245019321565,0.7324764322390765,0.5918178238517806,0.8611111111111113,1.0,0.31604266748320325,0.8010067262002791,0.3568050653635647,0.13188584219937827,0.125,0.125,0.2121893214273013,0.8517093415404153
PARTICIPANT37$3,0.39282177763589765,0.55,0.8813094616588358,0.9791666666666667,0.32648150392730424,0.8827908455996655,0.6566959054693623,0.9468491417124704,0.5454545454545453,0.06255923119958272,0.8640111792451906,0.47572815533980584,0.2450492085056102,0.6327009630055476,1.0,0.8334731650922338,0.6102819864067918,0.8449634278850835,0.46153846153846134,0.9172555526900305,0.07324234652920299,0.7055677839061067,0.6359026441033713,0.8472222222222223,0.16966315287540606,0.6464248875996009,0.4642857142857142,0.9113866183494723,0.8466281639694867,0.8666666666666666,0.06186868283030994,0.9350649350649352,0.6553914446348557,0.28558052104881243,0.125,0.7777777777777777,0.33332335317364703,0.8,0.7395679743767175,0.10348687662162434,0.7497911389966452,0.498807905418472,0.24907712500283477,0.8288063680092328,0.3492008326415106,0.125,0.3738524054023244,0.9459425656362291,0.9381239641466135,0.0,0.9341912767742699,0.7085653701744689,0.6549570664092934,0.4148468661048812,0.22277784708469656,0.125,0.2654562760517752,0.8747594843364371,0.2777777777777778,0.9202000586588234,0.3029698234599482,0.9042401292498112,0.8909213760005289,0.49999999999999933,0.5181041547142202,0.5,0.41666666666666663,0.7425186699683362,0.7625895198343877,0.5848562678025503,0.8611111111111113,1.0,0.2519333014132783,0.9100232817327386,0.3575398137025006,0.14513166026201235,0.125,0.125,0.15051380421453167,0.8332184606429532
PARTICIPANT37$4,0.47869420681119296,0.6666666666666666,0.7592023261597628,0.9791666666666667,0.49702318264371337,0.7949255564976169,0.5958614338402755,0.9501175928701869,0.7272727272727274,0.0691106874057595,0.7820262086947875,0.4951456310679611,0.2596466841549352,0.5589430048068763,0.9791666666666667,0.7600299002636807,0.5021288666135589,0.8466431569623408,0.46153846153846134,0.9216493418795308,0.06353097141780555,0.8869292973980236,0.591628697648533,0.9027777777777777,0.22162398637842148,0.6717802924738024,0.4642857142857142,0.9052187492375698,0.8758600738118022,0.6833333333333333,0.08697719024562403,0.9870129870129869,0.7048396906691098,0.2990803667161254,0.125,0.7037037037037039,0.2996133735920669,0.25,0.6897661622422582,0.1387704326769217,0.5973563950851389,0.337975938094102,0.36216844427046857,0.7706873453950934,0.4345764982898331,0.125,0.4030892007778692,0.9336818731793848,0.9160179391314014,0.0,0.9388053456249664,0.6871571019198891,0.6489147096141027,0.4265656057829299,0.3094243500449917,0.125,0.2779917458233587,0.8465163441098572,0.37037037037037046,0.9316956331677831,0.2443000084482153,0.946417659968157,0.9432633272423151,0.49999999999999933,0.3839224423468462,0.5416666666666667,0.4833333333333334,0.7113323066055504,0.6125202294442404,0.37721847665350317,1.0,1.0,0.35659538027920074,0.8272039103002362,0.43808453047812873,0.17516710856114154,0.125,0.125,0.23502364027141306,0.8649694360528899
PARTICIPANT37$5,0.4659141832047741,0.4666666666666666,0.8231350483494254,0.9583333333333333,0.5296800294883623,0.8410960555991759,0.5451880930423428,0.9298270652630746,0.5454545454545453,0.11431552984631631,0.8305244295272977,0.2621359223300971,0.20578452476811102,0.4922108909971216,0.875,0.7423461346393555,0.4308379930615939,0.8190949610313953,0.3846153846153847,0.8952712045088282,0.06114790189235911,0.8702582565629713,0.5936822437953618,0.736111111111111,0.12709101221157534,0.7287489293336181,0.4642857142857142,0.9070079295082958,0.8273722084861315,0.9166666666666666,0.0706345589418902,0.8831168831168831,0.743191009695832,0.38161329102271135,0.125,0.5925925925925928,0.2760238376162584,0.6,0.6720967044741359,0.17553397704516235,0.6929272090676644,0.4154041587658585,0.29834736409916374,0.7464516397068044,0.494658648602345,0.125,0.3934464809477177,0.922382275566368,0.9005642895472515,0.0,0.8616592675173056,0.7128959929413882,0.7458380944950038,0.5198117901872318,0.21631683739049576,0.125,0.30679217742456344,0.7275317511366185,0.2592592592592593,0.8915397968589137,0.20405882547064325,0.9462525769767905,0.9394829366981372,0.6250000000000001,0.4704059250968763,0.5833333333333333,0.65,0.735675132486707,0.7585705871375713,0.5410609994794398,0.888888888888889,0.9791666666666667,0.2590853272772669,0.8021309248932406,0.4948702158488838,0.25351885799476703,0.125,0.125,0.29283529792751106,0.7736822162145307
PARTICIPANT37$6,0.25395585705164153,0.4,0.7662096257461773,0.9791666666666667,0.47776408275944904,0.7626740175733173,0.5965261599332548,0.9435477965798651,0.4545454545454547,0.07543565809109663,0.7915779798421883,0.47572815533980584,0.1727902601956691,0.651016246528495,1.0,0.8676398765773005,0.5797631595149537,0.8156258529611448,0.346153846153846,0.8857016264038979,0.052641411523202744,0.8388463356668072,0.5728435012277612,0.875,0.24448305711584947,0.717894778154168,0.4285714285714286,0.8982566578286993,0.7847803858780754,0.1833333333333333,0.07688501320458994,0.8571428571428572,0.6854085304500417,0.3255497763529833,0.125,0.7037037037037039,0.30783202818421845,0.9333333333333333,0.7162539768089987,0.12656684086112688,0.8499949552133149,0.6478918014985547,0.2442351400646215,0.7551147794408989,0.45560881423863236,0.16666666666666652,0.4100686239393719,0.9445638280426076,0.9273304949739014,0.0,0.788383200683021,0.685872192891461,0.873631102670594,0.6918953709737928,0.1630733030871915,0.125,0.44868232534928876,0.8384852799499569,0.20370370370370366,0.9461609259427123,0.24203032414260764,0.93682876355969,0.929769335948278,0.49999999999999933,0.4196304801415726,0.39583333333333326,0.7333333333333334,0.7529173202895657,0.8848537010109478,0.7290076185455661,0.75,0.9583333333333333,0.1997088244098488,0.7827504968872836,0.4449432855776483,0.1983027556985252,0.16666666666666652,0.16666666666666652,0.4108804601094178,0.8334380637132385
PARTICIPANT38$1,0.28303280267713055,0.3166666666666666,0.9334985374823894,0.8958333333333333,0.14129136892508265,0.9734667793945884,0.544762059615342,0.9731423713843502,0.8181818181818179,0.3261033226534825,0.8227550563779931,0.22330097087378634,0.0995486642624758,0.7149626187279446,0.7083333333333333,0.979793473843924,0.4521683215787421,0.9569886433295096,0.5384615384615384,0.9466125881974452,0.37790596479941885,0.6955383347669013,0.46899672204976534,0.4027777777777777,0.08479611724355296,0.9751859040077524,0.35714285714285704,0.9255049623100617,0.929900807338547,0.21666666666666662,0.14841154287650207,0.5454545454545455,0.17818178393636208,0.924914981642533,0.3333333333333335,0.5555555555555555,0.49406324724311573,0.15,0.5581320423616769,0.15480509912309148,0.9481184056287003,0.8528933305280689,0.12425320651684374,0.11616879998825007,0.9602477630015872,0.375,0.5209966547785133,0.9842332483105668,0.9740269884540098,0.5714285714285714,0.6938981836847102,0.5766910373684991,0.9880031880967143,0.9551554342737965,0.08479633015995394,0.4166666666666665,0.5872852732426054,0.8805256833570138,0.0,0.9138278313956777,0.39175647065292213,0.9451118613302872,0.9373839025115851,0.6250000000000001,0.4823796644788871,0.16666666666666674,0.05,0.5819056563718326,0.9645516102644051,0.898440814790078,0.3611111111111113,0.1875,0.12075434638225391,0.1389563511022984,0.9757263372328102,0.9418637023484083,0.5,0.5,0.5539623208278173,0.9619402554917303
PARTICIPANT38$2,0.3862369259613815,0.3833333333333334,0.9689517545877447,0.6875,0.2052426073918266,0.9653093613305063,0.6429133344230598,0.96290671846399,0.4545454545454547,0.3492267684562703,0.7726111021062635,0.2621359223300971,0.119629306574828,0.8819791770826304,0.47916666666666674,0.9213071687554515,0.43708772868389706,0.9594712385075704,0.5769230769230768,0.9490037868908142,0.42074512293857996,0.7495791969134684,0.5139852243391856,0.4027777777777777,0.0887217359107114,0.939726623357781,0.32142857142857145,0.9189496880738314,0.9465439515198649,0.2666666666666666,0.23375109349858034,0.4675324675324676,0.1717578287822418,0.961975810381987,0.4166666666666665,0.5185185185185186,0.41543163389612847,0.3166666666666666,0.6201206662852248,0.15411487458899795,0.9689950229612547,0.868382427801144,0.1325186109835342,0.12002453708997457,0.9247596161787881,0.3333333333333335,0.5093235886453692,0.9823933327688515,0.9734946495950333,0.23809523809523828,0.6885943283075007,0.6299181673659497,0.9697290398146766,0.9185255640930684,0.09203575436524147,0.2916666666666665,0.5767264239730246,0.784264408514541,0.09259259259259256,0.9226211178788521,0.2270870013211428,0.9050021711151708,0.8898725592389579,0.6250000000000001,0.37406244739675554,0.3125,0.21666666666666662,0.7177467077962841,0.9782044183812559,0.9150561602270121,0.44444444444444464,0.5416666666666667,0.12956588628043667,0.16293255145131502,0.9602461170377696,0.9088069110879997,0.4166666666666665,0.125,0.5448028146948398,0.9318032303573841
PARTICIPANT38$3,0.5765243520545364,0.55,0.9511515951009827,0.6666666666666667,0.19000013869267265,0.9733743423656922,0.5617927482729272,0.9668945792793657,0.7272727272727274,0.28795110810138513,0.7042340169183139,0.1067961165048543,0.13032452475019315,0.8877655244764632,0.6875,0.9170264714210586,0.38861902074633375,0.95140490636284,0.5769230769230768,0.949370295353238,0.261561662159915,0.7767819411683113,0.46199550578028414,0.375,0.08784017295023673,0.9193220132348248,0.35714285714285704,0.9286942381518184,0.9476924734683929,0.05,0.16412501149536612,0.6233766233766235,0.2872599005877133,0.8597822555316085,0.25,0.4444444444444443,0.3642918336235839,0.3166666666666666,0.6517728875071447,0.1577140581676333,0.9765979991889041,0.9270057545396112,0.13627792787256213,0.13699110854818594,0.9200073956991673,0.375,0.5253494416802452,0.9658458990488851,0.9690538167249061,0.523809523809524,0.790300042431431,0.7110259920044899,0.9488178409197712,0.8428255675097456,0.10154856095407319,0.375,0.5698526009925747,0.8108491857382492,0.12962962962962965,0.9291528027472626,0.2926363288734897,0.9732127419033052,0.969803657804482,0.49999999999999933,0.4082784429314363,0.35416666666666674,0.3833333333333334,0.7499316935687169,0.9861361747561496,0.9148190180673856,0.388888888888889,0.6458333333333333,0.1261352533499524,0.1773094181525343,0.9700465859070372,0.9340154354780775,0.4166666666666665,0.2916666666666665,0.546297404255433,0.9134423726202974
PARTICIPANT38$4,0.5099459605031881,0.1833333333333333,0.9294640291343375,0.8333333333333333,0.3011781513285664,0.9076033000019316,0.5103959924455708,0.9623931132052815,0.7272727272727274,0.27283242679340064,0.7233014617910895,0.14563106796116504,0.12650514401235405,0.7872814827197517,0.6666666666666667,0.8991033334845696,0.4119309409583627,0.950679736981469,0.5000000000000001,0.9436880188729874,0.30707083991651296,0.8559612636049105,0.521913745890673,0.513888888888889,0.10938869421167305,0.9270283060914889,0.28571428571428586,0.9110847761813939,0.8744100736361151,0.3,0.25312785770310847,0.6233766233766235,0.35404761242074834,0.8429759674222651,0.2916666666666665,0.3703703703703705,0.2762040027208334,0.35,0.6572089955350017,0.1907006707399717,0.9788369276334958,0.9158112591561315,0.140772332645076,0.19034850237918943,0.9567732710842322,0.4166666666666665,0.5114740464057371,0.9775738387400914,0.9609139733928548,0.6666666666666669,0.800875984765866,0.5996287076444471,0.9487990356520705,0.8793032761133917,0.13801349794609882,0.3333333333333335,0.5449993812420046,0.7170647332254978,0.16666666666666666,0.9248728734865393,0.21147362430305117,0.9133071756334376,0.908474489857376,0.6250000000000001,0.41753519713132176,0.33333333333333326,0.1,0.6688083237719692,0.9896520975209648,0.9529232270998395,0.527777777777778,0.7916666666666667,0.14039252601447524,0.20618279535033873,0.9671035710697218,0.9278049456325467,0.5,0.375,0.5419528308491389,0.9297364668663001
PARTICIPANT38$5,0.4858512795590457,0.15,0.9643712607788582,0.47916666666666674,0.040925016398281604,0.9459007796304725,0.5307280853713784,1.0,0.7272727272727274,0.1873024276694603,0.8279800528735939,0.20388349514563106,0.10889494639128958,0.8497934929070281,0.35416666666666674,0.9646831337467313,0.48796423287131935,0.9753772032779944,0.6538461538461539,0.9470024689789813,0.28318588857259314,0.7983412668211712,0.45807055610401703,0.513888888888889,0.09731682202080018,0.9696263716167934,0.35714285714285704,0.9163719962339523,0.9272865905436091,0.2666666666666666,0.13558117799187883,0.6753246753246752,0.15643451909691483,0.9597118581655532,0.5,0.4814814814814816,0.4375132256580376,0.2666666666666666,0.641225461667317,0.056053995561241,0.9594464933521157,0.8757716223468158,0.13399290891329554,0.07885536147882202,0.9787675706850909,0.5,0.5739377229818591,0.9858396233393674,0.98163664691141,0.7619047619047618,0.8887559648517731,0.6429821934164557,0.9639893788193081,0.8853826952319448,0.10433898019658557,0.375,0.5712037657127939,0.9251228592216939,0.2592592592592593,0.9479514579833922,0.5744019914976733,0.9120154599047838,0.9007293814642368,0.7499999999999997,0.707930049181103,0.5,0.5166666666666666,0.7153098572878713,0.9636028909861075,0.8844200490074504,0.44444444444444464,0.47916666666666674,0.1323613776549169,0.11826203265457406,0.9758395301111685,0.9477167532857678,0.4166666666666665,0.375,0.5433990812581679,0.9664710334667898
048_1$1,0.21927189056700494,0.3833333333333334,0.3502174607333857,0.5,0.13435823851740802,0.910684867045156,0.48444028549094964,0.8723502748106481,0.5454545454545453,0.22268936521231678,0.8870028493085729,0.3786407766990291,0.11075131269767066,0.7646435083537079,0.5,0.9715948484584754,0.5931861316819665,0.9576724417304034,0.5769230769230768,0.9337107462683415,0.11625163312446264,0.8636296053960928,0.5832162132160853,0.375,0.08968229978454022,0.9336394557184075,0.6428571428571429,0.9241634039722856,0.9130885355115346,0.21666666666666662,0.3123522021371116,0.41558441558441556,0.09063280267289045,0.9294879674655863,0.5833333333333335,0.5555555555555555,0.3595232240378201,0.1166666666666667,0.5687144471510124,0.09083918432791924,0.9836027773408855,0.9493934104798375,0.12441863130540204,0.09393821187699457,0.9767501542147226,0.5,0.5545500930776468,0.9730162937858485,0.9595691498291044,0.523809523809524,0.8716798508060869,0.638703489537158,0.9565473235208656,0.8985266737227132,0.06993155673824626,0.4166666666666665,0.5875830392578197,0.9165272492606847,0.18518518518518523,0.8980963871970181,0.4402839064328361,0.8892887739653952,0.8780254679826548,0.37499999999999983,0.39123394826820274,0.33333333333333326,0.1833333333333333,0.7035140728773956,0.9692655270112003,0.8848064332596065,0.388888888888889,0.6458333333333333,0.13542072624551696,0.13669608970186514,0.9763689463322047,0.9476566283930792,0.5,0.625,0.5524951534469494,0.949194206031903
023_1$1,0.22325705349143704,0.1,0.7965882034469677,0.5,0.1520245204403138,0.9782955660023596,0.4041996222555607,0.932884625140486,0.590909090909091,0.396660885311831,0.9274967126063716,0.23300970873786406,0.17552237164158652,0.816660299415894,0.25,0.939787522686068,0.4573668693135422,0.942735836030996,0.423076923076923,0.9501660896565819,0.24165582668730534,0.6743540148597712,0.7386775805719308,0.375,0.05269599815756301,0.9691116793497446,0.4285714285714286,0.9077152017839608,0.7935293449348959,0.1,0.10912924082637382,0.41558441558441556,0.10842081430871624,0.956623173729869,0.4375,0.40740740740740744,0.27466801526742585,0.4,0.7283715385317151,0.19626794916934814,0.8928431777013082,0.6902168938195966,0.09879414568458669,0.14799100931644932,0.9495317866395067,0.4375,0.5816473222438524,0.9548975345611366,0.9638240287326417,0.0,0.8283678753618989,0.7026714671992764,0.9596637359347059,0.8868939838341362,0.07741541646949704,0.4375,0.5958511384560843,0.8198862695833623,0.16666666666666666,0.9318411507825669,0.26414211956883726,0.9578498527162411,0.9522398989057177,0.5624999999999998,0.401900091059294,0.21875,0.225,0.7154964809670078,0.8773517848081651,0.7243257648380959,0.30555555555555564,0.25,0.11291928051524044,0.1378752059790516,0.9557020794194117,0.8984502193792482,0.4375,0.375,0.5463619941253405,0.9510413664527018
167_1$1,0.06811132716408216,0.275,0.9020892465784022,0.25,0.3018891023037279,0.9884239092268376,0.6969736394767018,0.9079332256663221,0.4545454545454547,0.2395628674323484,0.7264450275590474,0.14563106796116504,0.16298076702293732,0.8201096749959331,0.40625,0.942530854066853,0.40768943505639615,0.8712595630450858,0.4807692307692307,0.8861473950303915,0.24283014847254336,0.7231174327392418,0.5500331866976954,0.16666666666666666,0.0819423454266305,0.9477905182641124,0.4285714285714286,0.8682864906351097,0.9079678563773654,0.1,0.07029337489773918,0.29870129870129863,0.3318897512007672,0.8912781724843772,0.6875,0.5740740740740741,0.41078475083394533,0.275,0.5247108166198088,0.10892971193543866,0.9262356502302873,0.7754436075387123,0.14842730427531764,0.48160986720076077,0.8068490687413011,0.6875,0.5241069881292474,0.7647387399253375,0.8201695137545938,0.5714285714285714,0.8922438726292266,0.6403883041522762,0.7453193106420176,0.5225908730515137,0.08527716230344637,0.4375,0.5966480987744608,0.8453167814036466,0.0,0.9050313499408585,0.28877363881919926,0.9402305685192213,0.9317658415732022,0.37499999999999983,0.3088760237376003,0.28125,0.225,0.6753072036854939,0.8953267555177442,0.6910722763532429,0.388888888888889,0.40625,0.1485265092562589,0.5195100876487826,0.8118083827901642,0.6230468063454263,0.625,0.75,0.5521004123787682,0.6852288587160406
104_2$1,0.5156650723916791,0.35,0.8392413277406287,0.5,0.11646278536265546,0.947779167937967,0.43156907723446863,0.9471927747550862,0.4545454545454547,0.3392123555430788,0.7743019222087915,0.2621359223300971,0.15627657599642067,0.8257720276217365,0.35416666666666674,0.9670787370146829,0.5148208680060822,0.8233117738951464,0.2307692307692306,0.9438097491067415,0.33378056191888883,0.7219356658906391,0.39359711961567023,0.375,0.08338590726714809,0.9340953826749009,0.24999999999999992,0.9084912429777923,0.929546154629986,0.2333333333333334,0.19252428643040037,0.38961038961038963,0.172947898934643,0.9324468229127181,0.5416666666666665,0.25925925925925936,0.33185088646165883,0.3,0.65189472416746,0.17398892955084883,0.9572678802233511,0.8743146299491039,0.12324935370660685,0.17272353557247788,0.9621565094187792,0.5,0.4582064359549,0.857222996693723,0.9549849768017508,0.3809523809523811,0.9090739284960524,0.6566827174799833,0.9499596139623593,0.8424712799616945,0.08352967878982806,0.5,0.5952324210570047,0.7011548131666903,0.05555555555555555,0.9256931452285826,0.30055141550240044,0.923331859843758,0.9121016478244756,0.49999999999999933,0.36097301125549497,0.3125,0.15,0.7059346905827018,0.9440862085596352,0.8451258986923519,0.3611111111111113,0.08333333333333326,0.12366218287923628,0.16602382555014497,0.9632845829229796,0.9197033847574517,0.5,0.3333333333333335,0.5485203151405408,0.8599643003270423
180_1$1,0.5343625339583765,0.4333333333333334,0.9406057663265571,0.7708333333333333,0.12899306209250927,0.9455100684737773,0.6558585628834742,0.9676488854441601,0.5454545454545453,0.06235568003064336,0.9450848654605539,0.39805825242718434,0.06559859437973024,0.513839555838398,0.5,0.9670924917692885,0.6603612235061204,0.9850785300251572,0.8076923076923075,0.9675819404767325,0.11715662530816688,0.850171724863326,0.5675718686651098,0.4583333333333333,0.09894735782221421,0.9213129360297321,0.5357142857142858,0.9206524237399092,0.9257480443151908,0.3,0.05538637038925637,0.4675324675324676,0.055055623606059256,0.9457290459532347,0.4583333333333335,0.6666666666666666,0.8756630417003548,0.21666666666666662,0.6538693363306355,0.06873375534543799,0.9135847263166913,0.7983828370996457,0.14749406572613233,0.09202851655564782,0.9330112247551561,0.5,0.7159234324540361,0.9746525531456856,0.9822538268454094,0.476190476190476,0.8335224485803853,0.7208018568541342,0.922280157686483,0.8115227255030661,0.08573297323846299,0.5,0.5965306847087789,0.9311794893191407,0.40740740740740733,0.9560307836491729,0.8279289487657513,0.98007972491384,0.9770977525795312,0.49999999999999933,0.4651128117644572,0.3125,0.1333333333333333,0.7064190409620149,0.878903361146849,0.7321282471976761,0.4722222222222223,0.35416666666666674,0.14770332500867692,0.110177412623125,0.9549875567672043,0.9099921409294378,0.5833333333333335,0.5,0.5391245291811589,0.9701268009294388
